fmun;ano;mes;regiao;roubo_veiculo;furto_veiculos;trafico_drogas;recuperacao_veiculos
Aperibé;2021;9;Interior;0;1;0;1
Araruama;2021;9;Interior;8;9;17;4
Areal;2021;9;Interior;0;0;1;0
Armação dos Búzios;2021;9;Interior;0;1;11;0
Arraial do Cabo;2021;9;Interior;0;1;10;0
Barra do Piraí;2021;9;Interior;0;2;22;1
Barra Mansa;2021;9;Interior;4;13;24;15
Belford Roxo;2021;9;Baixada Fluminense;137;56;10;39
Bom Jardim;2021;9;Interior;0;0;6;0
Bom Jesus do Itabapoana;2021;9;Interior;0;1;5;0
Cabo Frio;2021;9;Interior;5;8;41;3
Cachoeiras de Macacu;2021;9;Interior;0;1;1;3
Cambuci;2021;9;Interior;0;0;0;0
Carapebus;2021;9;Interior;0;0;1;0
Comendador Levy Gasparian;2021;9;Interior;0;0;1;0
Campos dos Goytacazes;2021;9;Interior;8;13;54;16
Cantagalo;2021;9;Interior;0;1;5;1
Cardoso Moreira;2021;9;Interior;0;0;1;0
Carmo;2021;9;Interior;0;0;4;0
Casimiro de Abreu;2021;9;Interior;6;0;7;1
Conceição de Macabu;2021;9;Interior;0;0;2;0
Cordeiro;2021;9;Interior;0;0;1;0
Duas Barras;2021;9;Interior;0;0;1;0
Duque de Caxias;2021;9;Baixada Fluminense;228;124;8;110
Engenheiro Paulo de Frontin;2021;9;Interior;0;0;1;0
Guapimirim;2021;9;Baixada Fluminense;2;3;2;3
Iguaba Grande;2021;9;Interior;1;1;1;1
Itaboraí;2021;9;Interior;24;24;11;17
Itaguaí;2021;9;Baixada Fluminense;9;11;7;12
Italva;2021;9;Interior;0;0;2;0
Itaocara;2021;9;Interior;0;0;1;0
Itaperuna;2021;9;Interior;0;2;11;2
Itatiaia;2021;9;Interior;0;0;1;1
Japeri;2021;9;Baixada Fluminense;3;2;7;4
Laje do Muriaé;2021;9;Interior;0;0;1;0
Macaé;2021;9;Interior;17;9;13;5
Macuco;2021;9;Interior;0;1;0;0
Magé;2021;9;Baixada Fluminense;4;19;7;8
Mangaratiba;2021;9;Interior;0;2;4;1
Maricá;2021;9;Grande Niterói;10;7;12;6
Mendes;2021;9;Interior;0;0;3;0
Mesquita;2021;9;Baixada Fluminense;18;20;7;12
Miguel Pereira;2021;9;Interior;0;0;3;0
Miracema;2021;9;Interior;0;0;15;0
Natividade;2021;9;Interior;0;1;2;0
Nilópolis;2021;9;Baixada Fluminense;19;16;2;11
Niterói;2021;9;Grande Niterói;27;22;30;24
Nova Friburgo;2021;9;Interior;0;7;41;6
Nova Iguaçu;2021;9;Baixada Fluminense;100;92;20;37
Paracambi;2021;9;Baixada Fluminense;2;1;4;0
Paraíba do Sul;2021;9;Interior;0;1;10;0
Paraty;2021;9;Interior;0;1;6;5
Paty do Alferes;2021;9;Interior;0;0;0;1
Petrópolis;2021;9;Interior;2;5;46;1
Pinheiral;2021;9;Interior;0;1;4;0
Piraí;2021;9;Interior;0;4;4;2
Porciúncula;2021;9;Interior;0;0;7;0
Porto Real;2021;9;Interior;0;1;1;1
Quatis;2021;9;Interior;0;0;0;0
Queimados;2021;9;Baixada Fluminense;11;8;2;6
Quissamã;2021;9;Interior;1;1;3;1
Resende;2021;9;Interior;0;0;23;3
Rio Bonito;2021;9;Interior;2;6;5;8
Rio Claro;2021;9;Interior;1;1;0;0
Rio das Flores;2021;9;Interior;0;0;0;0
Rio das Ostras;2021;9;Interior;1;2;22;3
Rio de Janeiro;2021;9;Capital;1066;499;121;631
Santa Maria Madalena;2021;9;Interior;0;0;0;0
Santo Antônio de Pádua;2021;9;Interior;0;0;10;0
São Francisco de Itabapoana;2021;9;Interior;1;1;6;1
São Fidélis;2021;9;Interior;0;4;5;2
São Gonçalo;2021;9;Grande Niterói;166;60;34;69
São João da Barra;2021;9;Interior;3;1;4;2
São João de Meriti;2021;9;Baixada Fluminense;94;69;7;53
São José de Ubá;2021;9;Interior;0;0;1;0
São José do Vale do Rio Preto;2021;9;Interior;0;0;3;0
São Pedro da Aldeia;2021;9;Interior;3;3;13;3
São Sebastião do Alto;2021;9;Interior;0;0;1;0
Sapucaia;2021;9;Interior;0;0;1;0
Saquarema;2021;9;Interior;5;8;6;4
Seropédica;2021;9;Baixada Fluminense;3;3;4;0
Silva Jardim;2021;9;Interior;0;0;4;1
Sumidouro;2021;9;Interior;0;0;3;0
Tanguá;2021;9;Interior;1;2;1;0
Teresópolis;2021;9;Interior;1;4;24;3
Trajano de Moraes;2021;9;Interior;0;0;0;0
Três Rios;2021;9;Interior;1;2;14;4
Valença;2021;9;Interior;0;0;3;0
Varre-Sai;2021;9;Interior;0;0;1;0
Vassouras;2021;9;Interior;0;0;2;0
Volta Redonda;2021;9;Interior;2;21;34;19
Angra dos Reis;2021;10;Interior;2;3;16;2
Aperibé;2021;10;Interior;0;0;0;2
Araruama;2021;10;Interior;7;6;18;10
Areal;2021;10;Interior;0;0;1;0
Armação dos Búzios;2021;10;Interior;1;3;12;1
Arraial do Cabo;2021;10;Interior;0;0;9;0
Barra do Piraí;2021;10;Interior;2;1;13;1
Barra Mansa;2021;10;Interior;2;8;25;6
Belford Roxo;2021;10;Baixada Fluminense;144;54;9;33
Bom Jardim;2021;10;Interior;0;0;4;0
Bom Jesus do Itabapoana;2021;10;Interior;0;2;7;2
Cabo Frio;2021;10;Interior;5;17;35;9
Cachoeiras de Macacu;2021;10;Interior;0;0;7;1
Cambuci;2021;10;Interior;0;1;1;2
Carapebus;2021;10;Interior;0;0;0;0
Comendador Levy Gasparian;2021;10;Interior;0;0;0;0
Campos dos Goytacazes;2021;10;Interior;5;19;45;11
Cantagalo;2021;10;Interior;0;1;3;0
Cardoso Moreira;2021;10;Interior;0;0;1;0
Carmo;2021;10;Interior;0;0;1;0
Casimiro de Abreu;2021;10;Interior;1;1;10;4
Conceição de Macabu;2021;10;Interior;0;0;1;0
Cordeiro;2021;10;Interior;0;0;1;0
Duas Barras;2021;10;Interior;0;0;0;0
Duque de Caxias;2021;10;Baixada Fluminense;249;104;18;121
Engenheiro Paulo de Frontin;2021;10;Interior;1;0;0;0
Guapimirim;2021;10;Baixada Fluminense;3;4;3;7
Iguaba Grande;2021;10;Interior;2;1;1;2
Itaboraí;2021;10;Interior;28;15;15;10
Itaguaí;2021;10;Baixada Fluminense;7;9;2;9
Italva;2021;10;Interior;0;0;1;0
Itaocara;2021;10;Interior;0;0;3;0
Itaperuna;2021;10;Interior;0;0;6;1
Itatiaia;2021;10;Interior;0;0;4;1
Japeri;2021;10;Baixada Fluminense;8;1;3;4
Laje do Muriaé;2021;10;Interior;0;1;2;0
Macaé;2021;10;Interior;8;11;25;6
Macuco;2021;10;Interior;0;0;0;0
Magé;2021;10;Baixada Fluminense;12;12;10;7
Mangaratiba;2021;10;Interior;0;5;6;1
Maricá;2021;10;Grande Niterói;4;18;10;4
Mendes;2021;10;Interior;0;1;1;0
Mesquita;2021;10;Baixada Fluminense;13;15;14;8
Miguel Pereira;2021;10;Interior;0;0;0;0
Miracema;2021;10;Interior;0;0;20;0
Natividade;2021;10;Interior;0;0;1;0
Nilópolis;2021;10;Baixada Fluminense;21;11;6;1
Niterói;2021;10;Grande Niterói;20;41;44;14
Nova Friburgo;2021;10;Interior;1;8;35;1
Nova Iguaçu;2021;10;Baixada Fluminense;109;112;11;45
Paracambi;2021;10;Baixada Fluminense;0;2;4;2
Paraíba do Sul;2021;10;Interior;0;0;5;1
Paraty;2021;10;Interior;0;0;6;1
Paty do Alferes;2021;10;Interior;0;0;1;0
Petrópolis;2021;10;Interior;0;11;42;3
Pinheiral;2021;10;Interior;0;0;9;3
Piraí;2021;10;Interior;0;1;5;1
Porciúncula;2021;10;Interior;0;0;2;0
Porto Real;2021;10;Interior;0;0;4;0
Quatis;2021;10;Interior;0;0;2;0
Queimados;2021;10;Baixada Fluminense;7;5;1;3
Quissamã;2021;10;Interior;1;0;1;1
Resende;2021;10;Interior;1;3;23;0
Rio Bonito;2021;10;Interior;3;4;1;5
Rio Claro;2021;10;Interior;0;3;0;0
Rio das Flores;2021;10;Interior;0;0;0;0
Rio das Ostras;2021;10;Interior;4;9;14;2
Rio de Janeiro;2021;10;Capital;995;496;121;540
Santa Maria Madalena;2021;10;Interior;0;0;1;0
Santo Antônio de Pádua;2021;10;Interior;0;1;4;1
São Francisco de Itabapoana;2021;10;Interior;0;0;17;1
São Fidélis;2021;10;Interior;2;0;8;0
São Gonçalo;2021;10;Grande Niterói;107;79;33;63
São João da Barra;2021;10;Interior;0;2;1;2
São João de Meriti;2021;10;Baixada Fluminense;89;65;7;46
São José de Ubá;2021;10;Interior;0;0;0;0
São José do Vale do Rio Preto;2021;10;Interior;0;0;1;0
São Pedro da Aldeia;2021;10;Interior;5;8;10;8
São Sebastião do Alto;2021;10;Interior;0;0;0;0
Sapucaia;2021;10;Interior;0;0;1;0
Saquarema;2021;10;Interior;9;7;5;1
Seropédica;2021;10;Baixada Fluminense;0;2;3;2
Silva Jardim;2021;10;Interior;2;0;0;5
Sumidouro;2021;10;Interior;0;2;1;0
Tanguá;2021;10;Interior;2;2;1;2
Teresópolis;2021;10;Interior;0;9;17;2
Trajano de Moraes;2021;10;Interior;1;0;0;0
Três Rios;2021;10;Interior;1;0;25;6
Valença;2021;10;Interior;0;0;8;0
Varre-Sai;2021;10;Interior;0;0;0;0
Vassouras;2021;10;Interior;0;0;10;1
Volta Redonda;2021;10;Interior;5;10;32;9
Angra dos Reis;2021;11;Interior;1;1;13;3
Aperibé;2021;11;Interior;0;1;0;0
Araruama;2021;11;Interior;5;7;19;9
Areal;2021;11;Interior;0;0;1;1
Armação dos Búzios;2021;11;Interior;1;0;8;1
Arraial do Cabo;2021;11;Interior;1;2;6;1
Barra do Piraí;2021;11;Interior;0;1;14;0
Barra Mansa;2021;11;Interior;2;5;21;3
Belford Roxo;2021;11;Baixada Fluminense;97;49;7;47
Bom Jardim;2021;11;Interior;0;0;0;0
Bom Jesus do Itabapoana;2021;11;Interior;0;0;4;0
Cabo Frio;2021;11;Interior;1;10;40;8
Cachoeiras de Macacu;2021;11;Interior;0;2;3;0
Cambuci;2021;11;Interior;0;0;0;0
Carapebus;2021;11;Interior;0;0;1;0
Comendador Levy Gasparian;2021;11;Interior;0;0;2;0
Campos dos Goytacazes;2021;11;Interior;4;12;43;8
Cantagalo;2021;11;Interior;0;0;2;1
Cardoso Moreira;2021;11;Interior;0;0;3;0
Carmo;2021;11;Interior;0;0;4;0
Casimiro de Abreu;2021;11;Interior;3;2;3;1
Conceição de Macabu;2021;11;Interior;0;0;0;1
Cordeiro;2021;11;Interior;0;0;0;0
Duas Barras;2021;11;Interior;0;0;0;0
Duque de Caxias;2021;11;Baixada Fluminense;188;104;15;90
Engenheiro Paulo de Frontin;2021;11;Interior;0;0;1;0
Guapimirim;2021;11;Baixada Fluminense;4;2;3;2
Iguaba Grande;2021;11;Interior;2;2;0;2
Itaboraí;2021;11;Interior;13;20;7;10
Itaguaí;2021;11;Baixada Fluminense;7;13;2;11
Italva;2021;11;Interior;0;0;4;0
Itaocara;2021;11;Interior;0;0;6;0
Itaperuna;2021;11;Interior;0;2;8;2
Itatiaia;2021;11;Interior;0;1;0;2
Japeri;2021;11;Baixada Fluminense;7;4;6;7
Laje do Muriaé;2021;11;Interior;0;0;1;0
Macaé;2021;11;Interior;7;10;24;8
Macuco;2021;11;Interior;0;0;0;0
Magé;2021;11;Baixada Fluminense;8;20;10;5
Mangaratiba;2021;11;Interior;0;3;5;1
Maricá;2021;11;Grande Niterói;5;17;4;2
Mendes;2021;11;Interior;0;0;1;0
Mesquita;2021;11;Baixada Fluminense;24;21;9;2
Miguel Pereira;2021;11;Interior;0;1;1;0
Miracema;2021;11;Interior;0;0;18;0
Natividade;2021;11;Interior;0;1;1;0
Nilópolis;2021;11;Baixada Fluminense;21;15;1;4
Niterói;2021;11;Grande Niterói;19;43;23;18
Nova Friburgo;2021;11;Interior;1;5;17;2
Nova Iguaçu;2021;11;Baixada Fluminense;66;115;14;39
Paracambi;2021;11;Baixada Fluminense;0;1;9;2
Paraíba do Sul;2021;11;Interior;0;2;4;1
Paraty;2021;11;Interior;0;5;8;1
Paty do Alferes;2021;11;Interior;0;0;0;0
Petrópolis;2021;11;Interior;1;1;47;12
Pinheiral;2021;11;Interior;0;1;3;0
Piraí;2021;11;Interior;0;0;0;1
Porciúncula;2021;11;Interior;0;0;2;0
Porto Real;2021;11;Interior;0;0;4;0
Quatis;2021;11;Interior;0;0;0;0
Queimados;2021;11;Baixada Fluminense;3;13;0;2
Quissamã;2021;11;Interior;1;2;1;0
Resende;2021;11;Interior;3;2;22;3
Rio Bonito;2021;11;Interior;2;7;5;5
Rio Claro;2021;11;Interior;0;1;1;0
Rio das Flores;2021;11;Interior;0;0;0;0
Rio das Ostras;2021;11;Interior;11;9;19;4
Rio de Janeiro;2021;11;Capital;874;574;119;509
Santa Maria Madalena;2021;11;Interior;0;0;0;0
Santo Antônio de Pádua;2021;11;Interior;0;1;2;1
São Francisco de Itabapoana;2021;11;Interior;1;1;11;1
São Fidélis;2021;11;Interior;0;3;4;0
São Gonçalo;2021;11;Grande Niterói;121;100;36;56
São João da Barra;2021;11;Interior;0;2;7;1
São João de Meriti;2021;11;Baixada Fluminense;95;64;10;33
São José de Ubá;2021;11;Interior;0;0;0;0
São José do Vale do Rio Preto;2021;11;Interior;0;1;1;1
São Pedro da Aldeia;2021;11;Interior;2;11;7;2
São Sebastião do Alto;2021;11;Interior;0;0;0;0
Sapucaia;2021;11;Interior;0;2;1;1
Saquarema;2021;11;Interior;4;5;5;4
Seropédica;2021;11;Baixada Fluminense;4;5;5;5
Silva Jardim;2021;11;Interior;0;0;0;0
Sumidouro;2021;11;Interior;0;0;1;0
Tanguá;2021;11;Interior;4;2;3;1
Teresópolis;2021;11;Interior;1;6;18;6
Trajano de Moraes;2021;11;Interior;0;1;0;0
Três Rios;2021;11;Interior;0;3;10;2
Valença;2021;11;Interior;0;0;12;0
Varre-Sai;2021;11;Interior;0;0;0;1
Vassouras;2021;11;Interior;0;0;9;1
Volta Redonda;2021;11;Interior;2;12;36;14
Angra dos Reis;2021;12;Interior;2;5;12;5
Aperibé;2021;12;Interior;2;0;0;1
Araruama;2021;12;Interior;2;9;18;5
Areal;2021;12;Interior;0;0;1;0
Armação dos Búzios;2021;12;Interior;0;3;4;1
Arraial do Cabo;2021;12;Interior;0;0;4;0
Barra do Piraí;2021;12;Interior;0;1;12;2
Barra Mansa;2021;12;Interior;2;7;22;8
Belford Roxo;2021;12;Baixada Fluminense;130;58;9;47
Bom Jardim;2021;12;Interior;0;0;2;0
Bom Jesus do Itabapoana;2021;12;Interior;0;3;2;1
Cabo Frio;2021;12;Interior;6;15;45;3
Cachoeiras de Macacu;2021;12;Interior;1;0;3;1
Cambuci;2021;12;Interior;0;0;1;0
Carapebus;2021;12;Interior;0;0;0;0
Comendador Levy Gasparian;2021;12;Interior;0;0;2;0
Campos dos Goytacazes;2021;12;Interior;12;22;40;9
Cantagalo;2021;12;Interior;0;0;4;1
Cardoso Moreira;2021;12;Interior;0;1;3;0
Carmo;2021;12;Interior;0;0;2;1
Casimiro de Abreu;2021;12;Interior;1;3;10;1
Conceição de Macabu;2021;12;Interior;1;1;1;0
Cordeiro;2021;12;Interior;0;0;1;1
Duas Barras;2021;12;Interior;0;0;0;0
Duque de Caxias;2021;12;Baixada Fluminense;180;108;9;94
Engenheiro Paulo de Frontin;2021;12;Interior;0;0;2;0
Guapimirim;2021;12;Baixada Fluminense;0;3;0;0
Iguaba Grande;2021;12;Interior;1;2;1;0
Itaboraí;2021;12;Interior;19;20;11;18
Itaguaí;2021;12;Baixada Fluminense;18;21;1;13
Italva;2021;12;Interior;0;0;1;0
Itaocara;2021;12;Interior;0;0;0;0
Itaperuna;2021;12;Interior;0;2;10;1
Itatiaia;2021;12;Interior;0;0;5;1
Japeri;2021;12;Baixada Fluminense;11;3;6;3
Laje do Muriaé;2021;12;Interior;0;0;1;0
Macaé;2021;12;Interior;4;6;12;5
Macuco;2021;12;Interior;0;0;1;0
Magé;2021;12;Baixada Fluminense;5;26;8;8
Mangaratiba;2021;12;Interior;3;5;5;2
Maricá;2021;12;Grande Niterói;5;19;3;4
Mendes;2021;12;Interior;0;0;4;0
Mesquita;2021;12;Baixada Fluminense;15;20;11;5
Miguel Pereira;2021;12;Interior;0;0;4;2
Miracema;2021;12;Interior;0;0;7;0
Natividade;2021;12;Interior;0;0;4;0
Nilópolis;2021;12;Baixada Fluminense;15;26;3;5
Niterói;2021;12;Grande Niterói;25;40;9;18
Nova Friburgo;2021;12;Interior;1;3;26;6
Nova Iguaçu;2021;12;Baixada Fluminense;78;140;9;33
Paracambi;2021;12;Baixada Fluminense;0;0;6;0
Paraíba do Sul;2021;12;Interior;0;0;5;2
Paraty;2021;12;Interior;1;1;0;3
Paty do Alferes;2021;12;Interior;0;0;0;0
Petrópolis;2021;12;Interior;4;2;50;2
Pinheiral;2021;12;Interior;1;0;5;0
Piraí;2021;12;Interior;0;1;2;0
Porciúncula;2021;12;Interior;0;0;0;1
Porto Real;2021;12;Interior;0;0;6;1
Quatis;2021;12;Interior;1;0;1;0
Queimados;2021;12;Baixada Fluminense;14;10;7;4
Quissamã;2021;12;Interior;3;1;1;0
Resende;2021;12;Interior;1;2;36;2
Rio Bonito;2021;12;Interior;2;10;7;2
Rio Claro;2021;12;Interior;1;2;0;0
Rio das Flores;2021;12;Interior;0;0;0;0
Rio das Ostras;2021;12;Interior;6;15;17;8
Rio de Janeiro;2021;12;Capital;934;493;76;407
Santa Maria Madalena;2021;12;Interior;0;0;1;0
Santo Antônio de Pádua;2021;12;Interior;2;2;4;1
São Francisco de Itabapoana;2021;12;Interior;0;2;9;0
São Fidélis;2021;12;Interior;0;7;5;0
São Gonçalo;2021;12;Grande Niterói;115;90;28;48
São João da Barra;2021;12;Interior;0;1;3;1
São João de Meriti;2021;12;Baixada Fluminense;70;62;5;52
São José de Ubá;2021;12;Interior;0;1;0;0
São José do Vale do Rio Preto;2021;12;Interior;0;1;1;0
São Pedro da Aldeia;2021;12;Interior;4;7;10;1
São Sebastião do Alto;2021;12;Interior;0;0;2;0
Sapucaia;2021;12;Interior;0;1;1;0
Saquarema;2021;12;Interior;3;4;2;4
Seropédica;2021;12;Baixada Fluminense;6;2;4;9
Silva Jardim;2021;12;Interior;0;0;6;0
Sumidouro;2021;12;Interior;0;0;0;0
Tanguá;2021;12;Interior;1;4;1;1
Teresópolis;2021;12;Interior;1;5;22;6
Trajano de Moraes;2021;12;Interior;0;0;0;0
Três Rios;2021;12;Interior;2;0;13;6
Valença;2021;12;Interior;0;0;11;1
Varre-Sai;2021;12;Interior;0;0;0;0
Vassouras;2021;12;Interior;0;1;5;2
Volta Redonda;2021;12;Interior;1;10;28;4
Angra dos Reis;2022;1;Interior;0;3;17;3
Aperibé;2022;1;Interior;1;0;0;0
Araruama;2022;1;Interior;4;12;15;9
Areal;2022;1;Interior;0;0;1;0
Armação dos Búzios;2022;1;Interior;0;2;10;2
Arraial do Cabo;2022;1;Interior;1;1;7;0
Barra do Piraí;2022;1;Interior;1;2;19;1
Barra Mansa;2022;1;Interior;3;7;21;2
Belford Roxo;2022;1;Baixada Fluminense;121;54;9;54
Bom Jardim;2022;1;Interior;0;0;2;0
Bom Jesus do Itabapoana;2022;1;Interior;0;1;0;0
Cabo Frio;2022;1;Interior;9;20;33;14
Cachoeiras de Macacu;2022;1;Interior;1;3;5;2
Cambuci;2022;1;Interior;0;1;0;0
Carapebus;2022;1;Interior;1;0;0;1
Comendador Levy Gasparian;2022;1;Interior;0;0;0;0
Campos dos Goytacazes;2022;1;Interior;5;12;31;10
Cantagalo;2022;1;Interior;0;0;2;1
Cardoso Moreira;2022;1;Interior;0;0;2;1
Carmo;2022;1;Interior;0;0;0;1
Casimiro de Abreu;2022;1;Interior;2;1;5;1
Conceição de Macabu;2022;1;Interior;1;0;4;1
Cordeiro;2022;1;Interior;0;0;3;0
Duas Barras;2022;1;Interior;0;0;0;0
Duque de Caxias;2022;1;Baixada Fluminense;251;107;16;135
Engenheiro Paulo de Frontin;2022;1;Interior;0;0;2;0
Guapimirim;2022;1;Baixada Fluminense;1;0;3;4
Iguaba Grande;2022;1;Interior;2;0;0;1
Itaboraí;2022;1;Interior;23;23;10;12
Itaguaí;2022;1;Baixada Fluminense;3;8;3;6
Italva;2022;1;Interior;0;0;2;0
Itaocara;2022;1;Interior;0;0;5;1
Itaperuna;2022;1;Interior;0;0;11;2
Itatiaia;2022;1;Interior;1;0;10;0
Japeri;2022;1;Baixada Fluminense;10;1;11;9
Laje do Muriaé;2022;1;Interior;0;0;1;0
Macaé;2022;1;Interior;15;10;19;3
Macuco;2022;1;Interior;0;0;0;0
Magé;2022;1;Baixada Fluminense;6;15;6;9
Mangaratiba;2022;1;Interior;3;8;4;1
Maricá;2022;1;Grande Niterói;10;17;5;8
Mendes;2022;1;Interior;0;0;2;0
Mesquita;2022;1;Baixada Fluminense;16;17;17;12
Miguel Pereira;2022;1;Interior;0;0;0;0
Miracema;2022;1;Interior;0;0;9;0
Natividade;2022;1;Interior;0;0;1;0
Nilópolis;2022;1;Baixada Fluminense;9;22;1;10
Niterói;2022;1;Grande Niterói;17;41;32;15
Nova Friburgo;2022;1;Interior;0;4;29;4
Nova Iguaçu;2022;1;Baixada Fluminense;99;94;10;37
Paracambi;2022;1;Baixada Fluminense;2;1;5;0
Paraíba do Sul;2022;1;Interior;0;1;4;1
Paraty;2022;1;Interior;0;5;3;2
Paty do Alferes;2022;1;Interior;0;1;2;1
Petrópolis;2022;1;Interior;2;3;49;7
Pinheiral;2022;1;Interior;0;0;12;0
Piraí;2022;1;Interior;0;0;3;1
Porciúncula;2022;1;Interior;0;0;1;0
Porto Real;2022;1;Interior;1;1;5;2
Quatis;2022;1;Interior;0;0;2;0
Queimados;2022;1;Baixada Fluminense;10;13;3;2
Quissamã;2022;1;Interior;0;0;4;0
Resende;2022;1;Interior;2;2;22;2
Rio Bonito;2022;1;Interior;0;6;11;0
Rio Claro;2022;1;Interior;1;0;0;2
Rio das Flores;2022;1;Interior;0;0;0;0
Rio das Ostras;2022;1;Interior;9;13;21;11
Rio de Janeiro;2022;1;Capital;1011;550;94;443
Santa Maria Madalena;2022;1;Interior;0;0;1;0
Santo Antônio de Pádua;2022;1;Interior;0;1;7;2
São Francisco de Itabapoana;2022;1;Interior;4;10;6;0
São Fidélis;2022;1;Interior;0;1;9;0
São Gonçalo;2022;1;Grande Niterói;107;109;24;47
São João da Barra;2022;1;Interior;0;6;4;1
São João de Meriti;2022;1;Baixada Fluminense;82;58;11;63
São José de Ubá;2022;1;Interior;0;0;0;0
São José do Vale do Rio Preto;2022;1;Interior;0;0;0;0
São Pedro da Aldeia;2022;1;Interior;4;4;8;6
São Sebastião do Alto;2022;1;Interior;0;0;0;0
Sapucaia;2022;1;Interior;1;1;2;2
Saquarema;2022;1;Interior;0;12;7;1
Seropédica;2022;1;Baixada Fluminense;2;1;3;3
Silva Jardim;2022;1;Interior;0;1;1;1
Sumidouro;2022;1;Interior;1;0;0;0
Tanguá;2022;1;Interior;3;4;3;3
Teresópolis;2022;1;Interior;0;3;24;6
Trajano de Moraes;2022;1;Interior;0;1;0;0
Três Rios;2022;1;Interior;1;1;26;0
Valença;2022;1;Interior;0;2;16;1
Varre-Sai;2022;1;Interior;0;2;0;0
Vassouras;2022;1;Interior;0;1;5;1
Volta Redonda;2022;1;Interior;5;19;32;6
Angra dos Reis;2022;2;Interior;1;3;18;3
Aperibé;2022;2;Interior;0;0;1;0
Araruama;2022;2;Interior;5;13;13;10
Areal;2022;2;Interior;0;0;2;0
Armação dos Búzios;2022;2;Interior;0;0;7;0
Arraial do Cabo;2022;2;Interior;0;3;7;0
Barra do Piraí;2022;2;Interior;0;1;10;0
Barra Mansa;2022;2;Interior;3;6;18;7
Belford Roxo;2022;2;Baixada Fluminense;105;48;13;28
Bom Jardim;2022;2;Interior;0;1;0;0
Bom Jesus do Itabapoana;2022;2;Interior;0;0;3;0
Cabo Frio;2022;2;Interior;6;12;34;9
Cachoeiras de Macacu;2022;2;Interior;3;2;5;0
Cambuci;2022;2;Interior;0;0;1;0
Carapebus;2022;2;Interior;1;0;0;0
Comendador Levy Gasparian;2022;2;Interior;0;1;3;0
Campos dos Goytacazes;2022;2;Interior;9;22;54;12
Cantagalo;2022;2;Interior;0;0;1;0
Cardoso Moreira;2022;2;Interior;0;2;1;1
Carmo;2022;2;Interior;0;0;0;0
Casimiro de Abreu;2022;2;Interior;0;2;6;0
Conceição de Macabu;2022;2;Interior;1;1;3;1
Cordeiro;2022;2;Interior;0;2;1;2
Duas Barras;2022;2;Interior;0;0;0;0
Duque de Caxias;2022;2;Baixada Fluminense;204;106;14;124
Engenheiro Paulo de Frontin;2022;2;Interior;0;0;1;0
Guapimirim;2022;2;Baixada Fluminense;4;1;1;3
Iguaba Grande;2022;2;Interior;0;1;3;0
Itaboraí;2022;2;Interior;21;19;5;8
Itaguaí;2022;2;Baixada Fluminense;5;10;1;5
Italva;2022;2;Interior;0;2;1;1
Itaocara;2022;2;Interior;0;1;5;0
Itaperuna;2022;2;Interior;1;3;9;2
Itatiaia;2022;2;Interior;0;0;5;0
Japeri;2022;2;Baixada Fluminense;4;1;14;2
Laje do Muriaé;2022;2;Interior;0;1;0;0
Macaé;2022;2;Interior;4;6;13;2
Macuco;2022;2;Interior;0;0;0;0
Magé;2022;2;Baixada Fluminense;7;20;12;10
Mangaratiba;2022;2;Interior;0;6;5;2
Maricá;2022;2;Grande Niterói;2;21;7;9
Mendes;2022;2;Interior;0;0;3;1
Mesquita;2022;2;Baixada Fluminense;14;18;13;2
Miguel Pereira;2022;2;Interior;0;0;4;0
Miracema;2022;2;Interior;0;2;10;0
Natividade;2022;2;Interior;0;0;6;0
Nilópolis;2022;2;Baixada Fluminense;12;20;8;3
Niterói;2022;2;Grande Niterói;18;50;25;14
Nova Friburgo;2022;2;Interior;0;2;26;2
Nova Iguaçu;2022;2;Baixada Fluminense;99;96;10;34
Paracambi;2022;2;Baixada Fluminense;0;1;1;0
Paraíba do Sul;2022;2;Interior;0;0;4;0
Paraty;2022;2;Interior;0;4;5;3
Paty do Alferes;2022;2;Interior;0;0;5;0
Petrópolis;2022;2;Interior;0;8;32;4
Pinheiral;2022;2;Interior;0;0;4;0
Piraí;2022;2;Interior;0;0;4;2
Porciúncula;2022;2;Interior;0;0;3;0
Porto Real;2022;2;Interior;0;0;1;2
Quatis;2022;2;Interior;0;0;0;0
Queimados;2022;2;Baixada Fluminense;7;9;3;5
Quissamã;2022;2;Interior;0;0;0;0
Resende;2022;2;Interior;1;2;13;3
Rio Bonito;2022;2;Interior;4;4;6;1
Rio Claro;2022;2;Interior;0;0;0;2
Rio das Flores;2022;2;Interior;0;0;0;0
Rio das Ostras;2022;2;Interior;1;14;20;7
Rio de Janeiro;2022;2;Capital;1011;557;126;511
Santa Maria Madalena;2022;2;Interior;0;0;0;0
Santo Antônio de Pádua;2022;2;Interior;0;3;9;6
São Francisco de Itabapoana;2022;2;Interior;0;15;9;0
São Fidélis;2022;2;Interior;0;0;1;2
São Gonçalo;2022;2;Grande Niterói;118;84;30;49
São João da Barra;2022;2;Interior;0;2;6;1
São João de Meriti;2022;2;Baixada Fluminense;80;41;14;80
São José de Ubá;2022;2;Interior;0;1;0;0
São José do Vale do Rio Preto;2022;2;Interior;0;0;1;0
São Pedro da Aldeia;2022;2;Interior;0;6;12;4
São Sebastião do Alto;2022;2;Interior;0;0;1;0
Sapucaia;2022;2;Interior;0;0;2;0
Saquarema;2022;2;Interior;5;7;8;3
Seropédica;2022;2;Baixada Fluminense;5;7;1;5
