fmun;ano;mes;regiao;roubo_veiculo;furto_veiculos;trafico_drogas;recuperacao_veiculos
Cachoeiras de Macacu;2021;3;Interior;0;3;4;0
Cambuci;2021;3;Interior;0;1;1;0
Carapebus;2021;3;Interior;0;0;1;0
Comendador Levy Gasparian;2021;3;Interior;0;1;4;0
Campos dos Goytacazes;2021;3;Interior;9;15;44;18
Cantagalo;2021;3;Interior;0;0;2;1
Cardoso Moreira;2021;3;Interior;0;2;1;1
Carmo;2021;3;Interior;0;0;2;1
Casimiro de Abreu;2021;3;Interior;1;3;6;1
Conceição de Macabu;2021;3;Interior;1;1;5;0
Cordeiro;2021;3;Interior;0;0;3;0
Duas Barras;2021;3;Interior;0;2;1;1
Duque de Caxias;2021;3;Baixada Fluminense;241;74;30;100
Engenheiro Paulo de Frontin;2021;3;Interior;0;0;3;0
Guapimirim;2021;3;Baixada Fluminense;4;5;4;5
Iguaba Grande;2021;3;Interior;1;0;5;2
Itaboraí;2021;3;Interior;47;21;9;19
Itaguaí;2021;3;Baixada Fluminense;5;6;5;5
Italva;2021;3;Interior;0;0;1;0
Itaocara;2021;3;Interior;0;0;3;0
Itaperuna;2021;3;Interior;0;4;16;0
Itatiaia;2021;3;Interior;0;0;9;1
Japeri;2021;3;Baixada Fluminense;7;5;7;4
Laje do Muriaé;2021;3;Interior;0;0;0;0
Macaé;2021;3;Interior;0;9;28;4
Macuco;2021;3;Interior;0;0;1;0
Magé;2021;3;Baixada Fluminense;16;12;14;7
Mangaratiba;2021;3;Interior;1;3;4;1
Maricá;2021;3;Grande Niterói;18;16;7;12
Mendes;2021;3;Interior;0;0;1;0
Mesquita;2021;3;Baixada Fluminense;23;10;5;15
Miguel Pereira;2021;3;Interior;0;1;4;0
Miracema;2021;3;Interior;0;0;19;0
Natividade;2021;3;Interior;0;1;3;0
Nilópolis;2021;3;Baixada Fluminense;56;16;2;7
Niterói;2021;3;Grande Niterói;45;36;37;43
Nova Friburgo;2021;3;Interior;1;8;44;5
Nova Iguaçu;2021;3;Baixada Fluminense;155;44;7;49
Paracambi;2021;3;Baixada Fluminense;4;1;3;1
Paraíba do Sul;2021;3;Interior;1;0;9;1
Paraty;2021;3;Interior;0;2;5;2
Paty do Alferes;2021;3;Interior;0;2;0;0
Petrópolis;2021;3;Interior;1;8;34;3
Pinheiral;2021;3;Interior;0;1;7;2
Piraí;2021;3;Interior;0;0;4;0
Porciúncula;2021;3;Interior;0;1;2;1
Porto Real;2021;3;Interior;0;0;5;1
Quatis;2021;3;Interior;0;0;1;0
Queimados;2021;3;Baixada Fluminense;15;5;4;6
Quissamã;2021;3;Interior;0;1;3;0
Resende;2021;3;Interior;0;1;19;3
Rio Bonito;2021;3;Interior;2;2;7;8
Rio Claro;2021;3;Interior;0;1;0;0
Rio das Flores;2021;3;Interior;0;0;2;0
Rio das Ostras;2021;3;Interior;3;6;24;6
Rio de Janeiro;2021;3;Capital;1103;541;182;816
Santa Maria Madalena;2021;3;Interior;0;0;0;0
Santo Antônio de Pádua;2021;3;Interior;0;2;11;1
São Francisco de Itabapoana;2021;3;Interior;0;1;1;0
São Fidélis;2021;3;Interior;0;5;9;1
São Gonçalo;2021;3;Grande Niterói;257;103;30;143
São João da Barra;2021;3;Interior;2;1;4;0
São João de Meriti;2021;3;Baixada Fluminense;140;31;12;16
São José de Ubá;2021;3;Interior;0;0;0;0
São José do Vale do Rio Preto;2021;3;Interior;0;0;0;0
São Pedro da Aldeia;2021;3;Interior;7;6;15;8
São Sebastião do Alto;2021;3;Interior;0;0;1;0
Sapucaia;2021;3;Interior;0;0;0;1
Saquarema;2021;3;Interior;4;5;4;4
Seropédica;2021;3;Baixada Fluminense;8;6;3;4
Silva Jardim;2021;3;Interior;3;0;0;0
Sumidouro;2021;3;Interior;0;0;0;0
Tanguá;2021;3;Interior;4;1;2;3
Teresópolis;2021;3;Interior;4;1;12;3
Trajano de Moraes;2021;3;Interior;0;0;0;0
Três Rios;2021;3;Interior;1;3;19;8
Valença;2021;3;Interior;0;1;12;0
Varre-Sai;2021;3;Interior;0;0;1;1
Vassouras;2021;3;Interior;1;1;9;0
Volta Redonda;2021;3;Interior;4;29;31;12
Angra dos Reis;2021;4;Interior;2;5;19;1
Aperibé;2021;4;Interior;0;0;1;0
Araruama;2021;4;Interior;7;12;11;11
Areal;2021;4;Interior;0;0;1;0
Armação dos Búzios;2021;4;Interior;1;5;9;2
Arraial do Cabo;2021;4;Interior;1;0;3;0
Barra do Piraí;2021;4;Interior;0;1;16;1
Barra Mansa;2021;4;Interior;2;12;30;6
Belford Roxo;2021;4;Baixada Fluminense;89;36;12;37
Bom Jardim;2021;4;Interior;0;0;4;0
Bom Jesus do Itabapoana;2021;4;Interior;0;2;5;1
Cabo Frio;2021;4;Interior;4;12;52;10
Cachoeiras de Macacu;2021;4;Interior;1;1;2;0
Cambuci;2021;4;Interior;0;0;2;1
Carapebus;2021;4;Interior;0;0;0;0
Comendador Levy Gasparian;2021;4;Interior;0;0;3;0
Campos dos Goytacazes;2021;4;Interior;5;9;57;14
Cantagalo;2021;4;Interior;0;0;3;0
Cardoso Moreira;2021;4;Interior;0;0;1;0
Carmo;2021;4;Interior;0;0;5;0
Casimiro de Abreu;2021;4;Interior;0;0;7;0
Conceição de Macabu;2021;4;Interior;1;1;4;1
Cordeiro;2021;4;Interior;0;0;2;1
Duas Barras;2021;4;Interior;0;0;1;0
Duque de Caxias;2021;4;Baixada Fluminense;205;105;22;78
Engenheiro Paulo de Frontin;2021;4;Interior;0;0;1;0
Guapimirim;2021;4;Baixada Fluminense;3;2;5;6
Iguaba Grande;2021;4;Interior;0;0;1;1
Itaboraí;2021;4;Interior;44;21;14;19
Itaguaí;2021;4;Baixada Fluminense;7;2;4;7
Italva;2021;4;Interior;0;0;1;0
Itaocara;2021;4;Interior;0;0;4;0
Itaperuna;2021;4;Interior;0;6;11;0
Itatiaia;2021;4;Interior;0;0;3;0
Japeri;2021;4;Baixada Fluminense;5;8;3;4
Laje do Muriaé;2021;4;Interior;0;0;0;0
Macaé;2021;4;Interior;8;7;21;2
Macuco;2021;4;Interior;0;0;0;0
Magé;2021;4;Baixada Fluminense;16;13;10;11
Mangaratiba;2021;4;Interior;1;4;3;0
Maricá;2021;4;Grande Niterói;12;15;10;4
Mendes;2021;4;Interior;0;1;1;0
Mesquita;2021;4;Baixada Fluminense;24;12;1;11
Miguel Pereira;2021;4;Interior;0;0;2;0
Miracema;2021;4;Interior;0;2;8;1
Natividade;2021;4;Interior;0;3;1;1
Nilópolis;2021;4;Baixada Fluminense;38;11;1;6
Niterói;2021;4;Grande Niterói;53;30;34;39
Nova Friburgo;2021;4;Interior;2;1;42;2
Nova Iguaçu;2021;4;Baixada Fluminense;131;77;7;36
Paracambi;2021;4;Baixada Fluminense;0;2;4;2
Paraíba do Sul;2021;4;Interior;0;0;14;0
Paraty;2021;4;Interior;2;3;11;2
Paty do Alferes;2021;4;Interior;0;0;1;0
Petrópolis;2021;4;Interior;0;4;34;5
Pinheiral;2021;4;Interior;0;0;0;0
Piraí;2021;4;Interior;1;0;1;0
Porciúncula;2021;4;Interior;0;0;10;1
Porto Real;2021;4;Interior;0;1;4;2
Quatis;2021;4;Interior;0;0;1;1
Queimados;2021;4;Baixada Fluminense;11;9;0;3
Quissamã;2021;4;Interior;2;1;4;0
Resende;2021;4;Interior;1;0;19;2
Rio Bonito;2021;4;Interior;2;12;6;4
Rio Claro;2021;4;Interior;0;1;1;2
Rio das Flores;2021;4;Interior;0;0;0;0
Rio das Ostras;2021;4;Interior;5;5;18;4
Rio de Janeiro;2021;4;Capital;1056;519;138;730
Santa Maria Madalena;2021;4;Interior;0;0;0;0
Santo Antônio de Pádua;2021;4;Interior;0;0;13;1
São Francisco de Itabapoana;2021;4;Interior;0;1;6;2
São Fidélis;2021;4;Interior;1;0;5;0
São Gonçalo;2021;4;Grande Niterói;243;77;26;105
São João da Barra;2021;4;Interior;2;3;1;4
São João de Meriti;2021;4;Baixada Fluminense;99;41;17;30
São José de Ubá;2021;4;Interior;0;0;0;0
São José do Vale do Rio Preto;2021;4;Interior;0;0;0;0
São Pedro da Aldeia;2021;4;Interior;4;4;11;5
São Sebastião do Alto;2021;4;Interior;0;0;0;0
Sapucaia;2021;4;Interior;0;0;3;0
Saquarema;2021;4;Interior;2;7;2;5
Seropédica;2021;4;Baixada Fluminense;4;2;2;1
Silva Jardim;2021;4;Interior;2;0;0;1
Sumidouro;2021;4;Interior;0;0;0;0
Tanguá;2021;4;Interior;1;3;0;3
Teresópolis;2021;4;Interior;0;7;25;3
Trajano de Moraes;2021;4;Interior;0;0;0;0
Três Rios;2021;4;Interior;1;3;24;8
Valença;2021;4;Interior;1;1;7;1
Varre-Sai;2021;4;Interior;0;0;1;0
Vassouras;2021;4;Interior;0;0;2;3
Volta Redonda;2021;4;Interior;3;19;32;9
Angra dos Reis;2021;5;Interior;2;6;17;2
Aperibé;2021;5;Interior;0;0;0;0
Araruama;2021;5;Interior;11;12;15;6
Areal;2021;5;Interior;0;0;0;0
Armação dos Búzios;2021;5;Interior;2;1;5;1
Arraial do Cabo;2021;5;Interior;1;0;7;0
Barra do Piraí;2021;5;Interior;1;1;14;0
Barra Mansa;2021;5;Interior;1;10;27;7
Belford Roxo;2021;5;Baixada Fluminense;118;28;9;29
Bom Jardim;2021;5;Interior;0;0;3;1
Bom Jesus do Itabapoana;2021;5;Interior;0;1;4;1
Cabo Frio;2021;5;Interior;6;8;49;5
Cachoeiras de Macacu;2021;5;Interior;0;1;3;1
Cambuci;2021;5;Interior;0;0;0;0
Carapebus;2021;5;Interior;0;0;2;0
Comendador Levy Gasparian;2021;5;Interior;0;0;1;2
Campos dos Goytacazes;2021;5;Interior;12;7;55;12
Cantagalo;2021;5;Interior;0;1;1;0
Cardoso Moreira;2021;5;Interior;0;0;0;0
Carmo;2021;5;Interior;0;0;3;0
Casimiro de Abreu;2021;5;Interior;2;0;2;3
Conceição de Macabu;2021;5;Interior;1;1;6;0
Cordeiro;2021;5;Interior;0;0;2;0
Duas Barras;2021;5;Interior;0;0;1;0
Duque de Caxias;2021;5;Baixada Fluminense;227;91;18;76
Engenheiro Paulo de Frontin;2021;5;Interior;0;0;0;0
Guapimirim;2021;5;Baixada Fluminense;3;4;1;4
Iguaba Grande;2021;5;Interior;2;1;0;2
Itaboraí;2021;5;Interior;42;14;7;15
Itaguaí;2021;5;Baixada Fluminense;11;13;2;4
Italva;2021;5;Interior;0;0;0;0
Itaocara;2021;5;Interior;0;1;4;0
Itaperuna;2021;5;Interior;0;1;14;2
Itatiaia;2021;5;Interior;1;0;2;3
Japeri;2021;5;Baixada Fluminense;5;5;7;7
Laje do Muriaé;2021;5;Interior;0;0;7;0
Macaé;2021;5;Interior;5;11;19;5
Macuco;2021;5;Interior;0;0;0;0
Magé;2021;5;Baixada Fluminense;11;10;5;11
Mangaratiba;2021;5;Interior;1;3;1;1
Maricá;2021;5;Grande Niterói;10;24;6;7
Mendes;2021;5;Interior;0;0;1;0
Mesquita;2021;5;Baixada Fluminense;23;13;5;8
Miguel Pereira;2021;5;Interior;0;0;5;2
Miracema;2021;5;Interior;0;1;15;1
Natividade;2021;5;Interior;0;0;3;0
Nilópolis;2021;5;Baixada Fluminense;14;6;1;6
Niterói;2021;5;Grande Niterói;48;45;33;33
Nova Friburgo;2021;5;Interior;1;7;33;6
Nova Iguaçu;2021;5;Baixada Fluminense;121;75;11;27
Paracambi;2021;5;Baixada Fluminense;1;3;8;1
Paraíba do Sul;2021;5;Interior;1;0;9;0
Paraty;2021;5;Interior;0;1;14;1
Paty do Alferes;2021;5;Interior;0;0;0;0
Petrópolis;2021;5;Interior;2;4;40;7
Pinheiral;2021;5;Interior;0;4;3;1
Piraí;2021;5;Interior;0;0;2;1
Porciúncula;2021;5;Interior;0;1;2;1
Porto Real;2021;5;Interior;1;0;4;1
Quatis;2021;5;Interior;0;0;3;0
Queimados;2021;5;Baixada Fluminense;8;11;1;2
Quissamã;2021;5;Interior;1;0;8;2
Resende;2021;5;Interior;2;1;16;2
Rio Bonito;2021;5;Interior;1;10;12;3
Rio Claro;2021;5;Interior;0;0;0;2
Rio das Flores;2021;5;Interior;0;0;0;0
Rio das Ostras;2021;5;Interior;5;6;21;4
Rio de Janeiro;2021;5;Capital;946;536;153;651
Santa Maria Madalena;2021;5;Interior;0;0;0;0
Santo Antônio de Pádua;2021;5;Interior;0;1;27;3
São Francisco de Itabapoana;2021;5;Interior;0;0;9;1
São Fidélis;2021;5;Interior;0;3;0;1
São Gonçalo;2021;5;Grande Niterói;240;91;23;97
São João da Barra;2021;5;Interior;0;2;5;0
São João de Meriti;2021;5;Baixada Fluminense;91;61;12;26
São José de Ubá;2021;5;Interior;0;0;1;0
São José do Vale do Rio Preto;2021;5;Interior;0;3;2;1
São Pedro da Aldeia;2021;5;Interior;6;1;14;3
São Sebastião do Alto;2021;5;Interior;0;0;1;0
Sapucaia;2021;5;Interior;0;0;1;0
Saquarema;2021;5;Interior;2;8;5;2
Seropédica;2021;5;Baixada Fluminense;2;3;7;10
Silva Jardim;2021;5;Interior;2;0;2;1
Sumidouro;2021;5;Interior;0;2;0;1
Tanguá;2021;5;Interior;3;0;1;1
Teresópolis;2021;5;Interior;0;7;17;4
Trajano de Moraes;2021;5;Interior;0;0;0;0
Três Rios;2021;5;Interior;0;4;28;2
Valença;2021;5;Interior;0;0;7;1
Varre-Sai;2021;5;Interior;0;0;0;0
Vassouras;2021;5;Interior;0;2;1;2
Volta Redonda;2021;5;Interior;6;19;26;10
Angra dos Reis;2021;6;Interior;0;13;20;6
Aperibé;2021;6;Interior;0;0;0;0
Araruama;2021;6;Interior;12;12;17;4
Areal;2021;6;Interior;0;0;0;0
Armação dos Búzios;2021;6;Interior;0;2;9;2
Arraial do Cabo;2021;6;Interior;0;0;8;0
Barra do Piraí;2021;6;Interior;0;1;10;1
Barra Mansa;2021;6;Interior;2;3;35;4
Belford Roxo;2021;6;Baixada Fluminense;127;34;7;28
Bom Jardim;2021;6;Interior;0;1;1;1
Bom Jesus do Itabapoana;2021;6;Interior;0;0;2;0
Cabo Frio;2021;6;Interior;3;9;47;6
Cachoeiras de Macacu;2021;6;Interior;1;1;4;2
Cambuci;2021;6;Interior;0;0;0;0
Carapebus;2021;6;Interior;1;0;0;2
Comendador Levy Gasparian;2021;6;Interior;0;0;0;0
Campos dos Goytacazes;2021;6;Interior;12;12;49;9
Cantagalo;2021;6;Interior;0;1;7;1
Cardoso Moreira;2021;6;Interior;0;1;1;1
Carmo;2021;6;Interior;1;0;3;0
Casimiro de Abreu;2021;6;Interior;1;0;3;2
Conceição de Macabu;2021;6;Interior;1;0;2;0
Cordeiro;2021;6;Interior;0;0;5;0
Duas Barras;2021;6;Interior;0;0;1;1
Duque de Caxias;2021;6;Baixada Fluminense;162;86;22;65
Engenheiro Paulo de Frontin;2021;6;Interior;0;0;1;0
Guapimirim;2021;6;Baixada Fluminense;4;1;4;4
Iguaba Grande;2021;6;Interior;0;0;0;0
Itaboraí;2021;6;Interior;35;22;7;23
Itaguaí;2021;6;Baixada Fluminense;8;12;1;3
Italva;2021;6;Interior;0;0;2;0
Itaocara;2021;6;Interior;0;1;3;0
Itaperuna;2021;6;Interior;0;4;10;4
Itatiaia;2021;6;Interior;0;0;3;1
Japeri;2021;6;Baixada Fluminense;7;4;7;5
Laje do Muriaé;2021;6;Interior;0;0;4;0
Macaé;2021;6;Interior;8;8;19;5
Macuco;2021;6;Interior;0;0;0;0
Magé;2021;6;Baixada Fluminense;10;16;11;7
Mangaratiba;2021;6;Interior;0;5;3;0
Maricá;2021;6;Grande Niterói;8;15;2;9
Mendes;2021;6;Interior;0;0;1;0
Mesquita;2021;6;Baixada Fluminense;10;14;5;11
Miguel Pereira;2021;6;Interior;0;0;3;0
Miracema;2021;6;Interior;0;0;21;0
Natividade;2021;6;Interior;0;1;2;1
Nilópolis;2021;6;Baixada Fluminense;22;15;0;5
Niterói;2021;6;Grande Niterói;43;34;39;21
Nova Friburgo;2021;6;Interior;0;0;39;3
Nova Iguaçu;2021;6;Baixada Fluminense;114;68;11;46
Paracambi;2021;6;Baixada Fluminense;0;1;4;1
Paraíba do Sul;2021;6;Interior;0;0;13;0
Paraty;2021;6;Interior;0;2;5;1
Paty do Alferes;2021;6;Interior;0;0;0;0
Petrópolis;2021;6;Interior;0;5;59;1
Pinheiral;2021;6;Interior;0;0;3;0
Piraí;2021;6;Interior;0;2;2;1
Porciúncula;2021;6;Interior;0;0;0;0
Porto Real;2021;6;Interior;0;1;5;0
Quatis;2021;6;Interior;0;0;0;0
Queimados;2021;6;Baixada Fluminense;12;13;5;4
Quissamã;2021;6;Interior;3;0;4;1
Resende;2021;6;Interior;0;1;17;2
Rio Bonito;2021;6;Interior;0;1;7;2
Rio Claro;2021;6;Interior;0;0;0;0
Rio das Flores;2021;6;Interior;0;0;0;0
Rio das Ostras;2021;6;Interior;10;2;19;3
Rio de Janeiro;2021;6;Capital;925;500;109;615
Santa Maria Madalena;2021;6;Interior;1;1;0;1
Santo Antônio de Pádua;2021;6;Interior;0;0;17;0
São Francisco de Itabapoana;2021;6;Interior;1;0;6;0
São Fidélis;2021;6;Interior;0;0;5;0
São Gonçalo;2021;6;Grande Niterói;252;81;33;109
São João da Barra;2021;6;Interior;1;1;4;5
São João de Meriti;2021;6;Baixada Fluminense;82;72;9;44
São José de Ubá;2021;6;Interior;0;0;0;0
São José do Vale do Rio Preto;2021;6;Interior;0;0;0;0
São Pedro da Aldeia;2021;6;Interior;2;1;12;6
São Sebastião do Alto;2021;6;Interior;0;0;0;0
Sapucaia;2021;6;Interior;0;0;2;1
Saquarema;2021;6;Interior;1;4;10;6
Seropédica;2021;6;Baixada Fluminense;3;6;3;5
Silva Jardim;2021;6;Interior;3;0;1;0
Sumidouro;2021;6;Interior;0;0;1;0
Tanguá;2021;6;Interior;2;3;6;0
Teresópolis;2021;6;Interior;1;6;16;2
Trajano de Moraes;2021;6;Interior;0;0;0;0
Três Rios;2021;6;Interior;1;2;30;6
Valença;2021;6;Interior;0;1;9;1
Varre-Sai;2021;6;Interior;0;0;0;0
Vassouras;2021;6;Interior;0;1;14;0
Volta Redonda;2021;6;Interior;7;21;31;8
Angra dos Reis;2021;7;Interior;3;5;21;3
Aperibé;2021;7;Interior;0;0;3;0
Araruama;2021;7;Interior;2;7;12;6
Areal;2021;7;Interior;0;0;0;0
Armação dos Búzios;2021;7;Interior;3;0;3;1
Arraial do Cabo;2021;7;Interior;0;0;8;1
Barra do Piraí;2021;7;Interior;1;0;11;2
Barra Mansa;2021;7;Interior;1;4;24;2
Belford Roxo;2021;7;Baixada Fluminense;100;45;6;30
Bom Jardim;2021;7;Interior;0;1;3;2
Bom Jesus do Itabapoana;2021;7;Interior;0;1;8;3
Cabo Frio;2021;7;Interior;7;6;36;10
Cachoeiras de Macacu;2021;7;Interior;0;0;4;0
Cambuci;2021;7;Interior;0;1;0;0
Carapebus;2021;7;Interior;0;0;4;0
Comendador Levy Gasparian;2021;7;Interior;0;0;1;0
Campos dos Goytacazes;2021;7;Interior;9;9;69;11
Cantagalo;2021;7;Interior;0;0;3;0
Cardoso Moreira;2021;7;Interior;0;0;0;0
Carmo;2021;7;Interior;0;0;1;0
Casimiro de Abreu;2021;7;Interior;1;0;3;1
Conceição de Macabu;2021;7;Interior;0;4;2;1
Cordeiro;2021;7;Interior;0;0;2;0
Duas Barras;2021;7;Interior;0;1;2;1
Duque de Caxias;2021;7;Baixada Fluminense;212;94;16;87
Engenheiro Paulo de Frontin;2021;7;Interior;0;0;2;0
Guapimirim;2021;7;Baixada Fluminense;2;3;5;3
Iguaba Grande;2021;7;Interior;0;1;1;1
Itaboraí;2021;7;Interior;60;22;14;23
Itaguaí;2021;7;Baixada Fluminense;10;12;1;8
Italva;2021;7;Interior;0;0;0;0
Itaocara;2021;7;Interior;0;0;4;0
Itaperuna;2021;7;Interior;0;2;6;0
Itatiaia;2021;7;Interior;0;0;5;0
Japeri;2021;7;Baixada Fluminense;6;4;7;10
Laje do Muriaé;2021;7;Interior;0;0;1;0
Macaé;2021;7;Interior;19;14;8;8
Macuco;2021;7;Interior;0;1;0;0
Magé;2021;7;Baixada Fluminense;12;10;7;6
Mangaratiba;2021;7;Interior;0;5;2;1
Maricá;2021;7;Grande Niterói;6;11;4;7
Mendes;2021;7;Interior;0;0;4;0
Mesquita;2021;7;Baixada Fluminense;20;19;11;9
Miguel Pereira;2021;7;Interior;0;0;1;0
Miracema;2021;7;Interior;0;0;17;0
Natividade;2021;7;Interior;0;0;2;0
Nilópolis;2021;7;Baixada Fluminense;26;32;0;8
Niterói;2021;7;Grande Niterói;38;31;19;28
Nova Friburgo;2021;7;Interior;0;1;37;0
Nova Iguaçu;2021;7;Baixada Fluminense;122;66;3;35
Paracambi;2021;7;Baixada Fluminense;0;3;3;1
Paraíba do Sul;2021;7;Interior;0;0;7;1
Paraty;2021;7;Interior;0;0;6;0
Paty do Alferes;2021;7;Interior;0;1;0;0
Petrópolis;2021;7;Interior;2;7;49;8
Pinheiral;2021;7;Interior;0;0;0;0
Piraí;2021;7;Interior;0;0;2;2
Porciúncula;2021;7;Interior;0;0;1;0
Porto Real;2021;7;Interior;0;2;4;2
Quatis;2021;7;Interior;0;0;0;0
Queimados;2021;7;Baixada Fluminense;11;13;3;7
Quissamã;2021;7;Interior;0;0;2;0
Resende;2021;7;Interior;0;0;11;1
Rio Bonito;2021;7;Interior;3;9;11;0
Rio Claro;2021;7;Interior;0;2;0;0
Rio das Flores;2021;7;Interior;0;0;0;0
Rio das Ostras;2021;7;Interior;3;4;20;6
Rio de Janeiro;2021;7;Capital;1039;552;96;586
Santa Maria Madalena;2021;7;Interior;0;0;0;0
Santo Antônio de Pádua;2021;7;Interior;0;4;4;0
São Francisco de Itabapoana;2021;7;Interior;0;1;15;0
São Fidélis;2021;7;Interior;0;1;10;0
São Gonçalo;2021;7;Grande Niterói;278;89;32;90
São João da Barra;2021;7;Interior;0;1;2;1
São João de Meriti;2021;7;Baixada Fluminense;112;73;5;44
São José de Ubá;2021;7;Interior;0;0;1;0
São José do Vale do Rio Preto;2021;7;Interior;0;0;0;0
São Pedro da Aldeia;2021;7;Interior;0;5;13;3
São Sebastião do Alto;2021;7;Interior;0;0;0;0
Sapucaia;2021;7;Interior;0;0;4;2
Saquarema;2021;7;Interior;4;4;6;3
Seropédica;2021;7;Baixada Fluminense;5;6;7;2
Silva Jardim;2021;7;Interior;2;0;0;0
Sumidouro;2021;7;Interior;0;1;2;1
Tanguá;2021;7;Interior;1;2;5;0
Teresópolis;2021;7;Interior;0;5;21;2
Trajano de Moraes;2021;7;Interior;0;0;1;0
Três Rios;2021;7;Interior;0;1;28;7
Valença;2021;7;Interior;0;4;7;1
Varre-Sai;2021;7;Interior;0;0;0;0
Vassouras;2021;7;Interior;0;0;3;1
Volta Redonda;2021;7;Interior;3;17;32;7
Angra dos Reis;2021;8;Interior;2;3;15;0
Aperibé;2021;8;Interior;0;1;1;1
Araruama;2021;8;Interior;9;10;11;8
Areal;2021;8;Interior;0;0;1;0
Armação dos Búzios;2021;8;Interior;1;1;7;3
Arraial do Cabo;2021;8;Interior;2;1;5;2
Barra do Piraí;2021;8;Interior;0;1;23;0
Barra Mansa;2021;8;Interior;1;6;35;6
Belford Roxo;2021;8;Baixada Fluminense;125;63;10;40
Bom Jardim;2021;8;Interior;0;1;3;0
Bom Jesus do Itabapoana;2021;8;Interior;0;2;4;0
Cabo Frio;2021;8;Interior;7;10;33;9
Cachoeiras de Macacu;2021;8;Interior;0;2;3;2
Cambuci;2021;8;Interior;0;0;0;0
Carapebus;2021;8;Interior;0;0;1;0
Comendador Levy Gasparian;2021;8;Interior;0;0;1;0
Campos dos Goytacazes;2021;8;Interior;10;16;61;16
Cantagalo;2021;8;Interior;0;0;3;0
Cardoso Moreira;2021;8;Interior;0;0;2;1
Carmo;2021;8;Interior;0;0;3;0
Casimiro de Abreu;2021;8;Interior;3;1;5;0
Conceição de Macabu;2021;8;Interior;0;0;3;0
Cordeiro;2021;8;Interior;0;1;1;1
Duas Barras;2021;8;Interior;0;0;0;0
Duque de Caxias;2021;8;Baixada Fluminense;177;101;9;86
Engenheiro Paulo de Frontin;2021;8;Interior;0;0;1;0
Guapimirim;2021;8;Baixada Fluminense;4;2;4;2
Iguaba Grande;2021;8;Interior;1;1;1;1
Itaboraí;2021;8;Interior;40;13;16;19
Itaguaí;2021;8;Baixada Fluminense;13;15;4;19
Italva;2021;8;Interior;0;0;4;0
Itaocara;2021;8;Interior;0;0;1;0
Itaperuna;2021;8;Interior;0;0;8;0
Itatiaia;2021;8;Interior;0;1;5;1
Japeri;2021;8;Baixada Fluminense;7;6;6;4
Laje do Muriaé;2021;8;Interior;0;0;0;1
Macaé;2021;8;Interior;21;13;13;3
Macuco;2021;8;Interior;0;0;0;0
Magé;2021;8;Baixada Fluminense;13;17;10;2
Mangaratiba;2021;8;Interior;1;2;3;3
Maricá;2021;8;Grande Niterói;10;11;14;4
Mendes;2021;8;Interior;0;1;0;0
Mesquita;2021;8;Baixada Fluminense;13;9;1;5
Miguel Pereira;2021;8;Interior;0;0;5;1
Miracema;2021;8;Interior;0;0;16;0
Natividade;2021;8;Interior;0;0;2;0
Nilópolis;2021;8;Baixada Fluminense;23;15;0;9
Niterói;2021;8;Grande Niterói;28;30;35;24
Nova Friburgo;2021;8;Interior;0;2;44;3
Nova Iguaçu;2021;8;Baixada Fluminense;107;105;4;33
Paracambi;2021;8;Baixada Fluminense;0;2;7;1
Paraíba do Sul;2021;8;Interior;0;0;7;0
Paraty;2021;8;Interior;1;2;5;1
Paty do Alferes;2021;8;Interior;0;0;1;0
Petrópolis;2021;8;Interior;1;6;42;8
Pinheiral;2021;8;Interior;1;1;2;1
Piraí;2021;8;Interior;0;0;3;3
Porciúncula;2021;8;Interior;0;0;4;0
Porto Real;2021;8;Interior;0;0;3;0
Quatis;2021;8;Interior;0;0;2;0
Queimados;2021;8;Baixada Fluminense;11;12;2;5
Quissamã;2021;8;Interior;1;0;4;0
Resende;2021;8;Interior;0;0;18;1
Rio Bonito;2021;8;Interior;1;2;8;1
Rio Claro;2021;8;Interior;1;0;1;0
Rio das Flores;2021;8;Interior;0;0;1;0
Rio das Ostras;2021;8;Interior;4;9;18;5
Rio de Janeiro;2021;8;Capital;1076;554;125;578
Santa Maria Madalena;2021;8;Interior;0;0;0;1
Santo Antônio de Pádua;2021;8;Interior;0;3;6;1
São Francisco de Itabapoana;2021;8;Interior;1;1;8;3
São Fidélis;2021;8;Interior;0;6;6;3
São Gonçalo;2021;8;Grande Niterói;272;66;26;118
São João da Barra;2021;8;Interior;0;3;2;1
São João de Meriti;2021;8;Baixada Fluminense;109;72;9;48
São José de Ubá;2021;8;Interior;0;0;0;0
São José do Vale do Rio Preto;2021;8;Interior;0;0;0;0
São Pedro da Aldeia;2021;8;Interior;4;4;6;5
São Sebastião do Alto;2021;8;Interior;0;0;0;0
Sapucaia;2021;8;Interior;0;0;3;0
Saquarema;2021;8;Interior;4;6;6;6
Seropédica;2021;8;Baixada Fluminense;8;4;4;5
Silva Jardim;2021;8;Interior;1;0;4;1
Sumidouro;2021;8;Interior;0;0;1;0
Tanguá;2021;8;Interior;2;2;2;0
Teresópolis;2021;8;Interior;0;6;18;2
Trajano de Moraes;2021;8;Interior;0;0;0;0
Três Rios;2021;8;Interior;0;5;32;3
Valença;2021;8;Interior;0;0;9;3
Varre-Sai;2021;8;Interior;0;0;0;0
Vassouras;2021;8;Interior;0;1;1;1
Volta Redonda;2021;8;Interior;4;22;25;6
Angra dos Reis;2021;9;Interior;2;2;19;4
